ImageID,Prediction,GroundTruth
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_001_4200/2022_02_19_10_100073_DJI_001_-38.23606383333333_145.53049869444445_-58.20_21_12_6.TIF,50.93464600951883,12.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_001_4200/2022_02_19_10_100073_DJI_001_-38.23606383333333_145.53049869444445_-58.20_22_233_6.TIF,216.54808668522705,233.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_001_4200/2022_02_19_10_100073_DJI_001_-38.23606383333333_145.53049869444445_-58.20_23_95_6.TIF,113.64539769709575,95.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_001_4200/2022_02_19_10_100073_DJI_001_-38.23606383333333_145.53049869444445_-58.20_24_244_6.TIF,259.68979100585864,244.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_001_4200/2022_02_19_10_100073_DJI_001_-38.23606383333333_145.53049869444445_-58.20_25_115_6.TIF,123.28319100339601,115.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_001_4200/2022_02_19_10_100073_DJI_001_-38.23606383333333_145.53049869444445_-58.20_2_22_6.TIF,85.38408810273958,22.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_001_4200/2022_02_19_10_100073_DJI_001_-38.23606383333333_145.53049869444445_-58.20_3_15_6.TIF,138.12279366582942,15.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_001_4200/2022_02_19_10_100073_DJI_001_-38.23606383333333_145.53049869444445_-58.20_4_59_6.TIF,76.68221546185453,59.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_001_4200/2022_02_19_10_100073_DJI_001_-38.23606383333333_145.53049869444445_-58.20_5_15_6.TIF,51.542134524782284,15.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_001_4200/2022_02_19_10_100073_DJI_001_-38.23606383333333_145.53049869444445_-58.20_6_21_6.TIF,64.77684438393285,21.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_001_4200/2022_02_19_10_100073_DJI_001_-38.23606383333333_145.53049869444445_-58.20_7_380_6.TIF,330.3241497577689,380.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_001_4200/2022_02_19_10_100073_DJI_001_-38.23606383333333_145.53049869444445_-58.20_8_50_6.TIF,121.55491897139078,50.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_001_4200/2022_02_19_10_100073_DJI_001_-38.23606383333333_145.53049869444445_-58.20_9_786_6.TIF,657.8377475371216,786.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_10_115_6.TIF,116.61974246727546,115.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_11_208_6.TIF,186.69471979675794,208.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_12_287_6.TIF,238.5332202475377,287.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_13_228_6.TIF,211.25841802307013,228.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_14_107_6.TIF,128.20773868903834,107.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_15_124_6.TIF,134.39032654173656,124.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_16_38_6.TIF,67.27341217759223,38.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_17_16_6.TIF,70.45745646464854,16.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_18_178_6.TIF,166.3752446718728,178.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_19_105_6.TIF,114.39548972632102,105.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_1_24_6.TIF,71.76759687073636,24.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_20_161_6.TIF,159.3179893171006,161.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_21_299_6.TIF,252.85875919759982,299.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_22_162_6.TIF,150.21683260248477,162.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_23_139_6.TIF,138.85477996337875,139.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_24_243_6.TIF,203.14774143573504,243.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_25_96_6.TIF,108.50372612441898,96.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_2_141_6.TIF,144.36831199053645,141.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_3_294_6.TIF,245.29263999485556,294.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_4_22_6.TIF,70.38596152386837,22.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_5_138_6.TIF,135.051362379838,138.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_6_118_6.TIF,135.18554187788786,118.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_7_63_6.TIF,88.47371649804829,63.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_8_44_6.TIF,86.86687059195472,44.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_002_3441/2022_02_19_10_100073_DJI_002_-38.23606191666667_145.53049752777778_-58.80_9_91_6.TIF,105.55368465369263,91.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_10_247_6.TIF,210.28490950885583,247.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_11_132_6.TIF,142.5726485681265,132.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_12_93_6.TIF,101.29237870858715,93.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_13_201_6.TIF,185.76246756396225,201.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_14_231_6.TIF,203.47247976986517,231.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_15_222_6.TIF,195.13058095026386,222.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_16_33_6.TIF,74.57176049398598,33.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_17_56_6.TIF,87.79400347846581,56.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_18_158_6.TIF,153.33882170018126,158.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_19_125_6.TIF,135.09626048277536,125.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_1_194_6.TIF,198.62193227054743,194.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_20_89_6.TIF,108.6690884178901,89.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_21_240_6.TIF,226.25481327421284,240.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_22_143_6.TIF,156.10566286277427,143.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_23_227_6.TIF,211.86710806852608,227.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_24_147_6.TIF,136.77860489846137,147.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_25_216_6.TIF,209.80926054534478,216.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_2_286_6.TIF,241.49635122373093,286.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_3_216_6.TIF,197.49037411476507,216.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_4_280_6.TIF,242.39472412079778,280.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_5_172_6.TIF,159.0446588846608,172.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_6_121_6.TIF,126.7970508296859,121.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_7_32_6.TIF,66.20093645316997,32.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_8_251_6.TIF,213.50443676012145,251.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_003_4187/2022_02_19_10_100073_DJI_003_-38.23601766666667_145.53041797222224_-56.90_9_75_6.TIF,102.71253249123433,75.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_10_108_6.TIF,122.55593838747855,108.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_11_21_6.TIF,58.49379315078136,21.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_12_26_6.TIF,65.57930741157713,26.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_13_120_6.TIF,121.16858536056854,120.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_14_37_6.TIF,77.75307254159647,37.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_15_34_6.TIF,82.84322245863783,34.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_16_171_6.TIF,157.43436576288815,171.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_17_136_6.TIF,143.70166423282237,136.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_18_297_6.TIF,257.445286949411,297.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_19_60_6.TIF,92.09564693143741,60.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_1_157_6.TIF,157.9676336487035,157.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_20_212_6.TIF,192.42491581186658,212.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_21_247_6.TIF,231.3981871283291,247.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_22_288_6.TIF,253.60294690074937,288.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_23_243_6.TIF,207.50946435558754,243.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_24_36_6.TIF,70.51183041921801,36.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_25_122_6.TIF,117.1756314537816,122.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_2_212_6.TIF,192.81085523239122,212.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_3_114_6.TIF,117.70673560540033,114.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_4_203_6.TIF,181.79329400209195,203.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_5_60_6.TIF,87.68675959129531,60.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_6_22_6.TIF,68.91554619198325,22.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_7_252_6.TIF,216.50856073838537,252.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_8_13_6.TIF,57.69967815430878,13.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_004_3275/2022_02_19_10_100073_DJI_004_-38.2359785_145.53034294444447_-57.50_9_84_6.TIF,108.07553940062039,84.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_10_96_6.TIF,123.14977244791548,96.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_11_66_6.TIF,85.6335569919848,66.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_12_129_6.TIF,149.44081928040458,129.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_13_203_6.TIF,198.65231173976505,203.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_14_221_6.TIF,199.35957130167563,221.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_15_107_6.TIF,116.33848026300761,107.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_16_123_6.TIF,124.67137924666054,123.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_17_237_6.TIF,230.89515529343984,237.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_18_282_6.TIF,256.56535274778946,282.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_19_273_6.TIF,243.27392027413876,273.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_1_42_6.TIF,72.87649281978265,42.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_20_126_6.TIF,125.05498545719806,126.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_21_4_6.TIF,38.3202972472905,4.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_22_57_6.TIF,88.32973777802735,57.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_23_105_6.TIF,132.09106465256042,105.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_24_35_6.TIF,72.4434335339428,35.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_25_230_6.TIF,213.1244074675213,230.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_2_104_6.TIF,144.96022065946454,104.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_3_111_6.TIF,136.89852761408642,111.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_4_144_6.TIF,155.56820290198135,144.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_5_140_6.TIF,147.1656918117188,140.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_6_155_6.TIF,149.77478195657122,155.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_7_120_6.TIF,135.94535217499907,120.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_8_123_6.TIF,139.61999012159495,123.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_005_3247/2022_02_19_10_100073_DJI_005_-38.2359575_145.53030419444445_-71.00_9_14_6.TIF,78.89945144366922,14.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_10_1444_6.TIF,1104.6235632533096,1444.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_11_109_6.TIF,145.853863365082,109.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_12_656_6.TIF,544.373162983786,656.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_13_645_6.TIF,566.7477143655112,645.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_14_187_6.TIF,200.09539905431816,187.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_15_280_6.TIF,256.04596239283353,280.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_16_28_6.TIF,72.67581852654784,28.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_17_220_6.TIF,238.8129415673671,220.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_18_209_6.TIF,214.93188895721096,209.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_19_54_6.TIF,135.46831168374155,54.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_1_176_6.TIF,171.48485854448305,176.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_20_237_6.TIF,208.49825277527643,237.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_21_247_6.TIF,212.01639481381318,247.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_22_276_6.TIF,250.90623144290765,276.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_23_147_6.TIF,161.32775058192368,147.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_24_250_6.TIF,228.33643136863975,250.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_25_122_6.TIF,136.0162065555438,122.0
Drone/2022-02-19/DCIM/100FPLAN/RGB/DJI_006_7702/2022_02_19_10_100073_DJI_006_-38.236024416666666_145.53021508333336_-161.40_2_390_6.TIF,352.3091194905377,390.0
